,Number of Dependents,Under 30,Gender,Age,Married,Senior Citizen,Dependents,Satisfaction Score,Churn Category
743,0.0,0.0,0.0,53.0,0.3333333333333333,0.0,0.0,,1
744,0.0,0.0,0.0,53.0,0.0,0.0,0.0,2.0,2
745,0.0,0.0,0.8333333333333334,43.0,0.16666666666666666,0.3333333333333333,0.0,1.0,2
746,0.0,1.0,1.0,20.0,1.0,0.0,0.0,1.0,2
747,0.0,0.0,0.0,41.0,1.0,0.0,0.0,1.0,1
748,0.0,0.0,0.0,30.0,0.0,0.0,0.0,,2
749,0.0,0.0,0.0,50.0,1.0,0.0,0.0,2.0,2
750,0.0,0.0,0.3333333333333333,40.5,1.0,0.0,0.0,1.0,4
751,0.0,0.0,1.0,35.0,0.0,0.3333333333333333,0.0,2.0,4
752,0.0,0.0,0.0,49.0,1.0,0.0,0.0,,1
753,0.0,0.0,0.0,47.0,0.3333333333333333,0.0,0.0,3.0,1
754,0.0,1.0,1.0,28.0,0.0,0.0,0.0,,1
755,0.0,0.0,1.0,43.0,0.0,0.16666666666666666,0.0,1.0,1
756,0.0,0.0,1.0,63.0,0.6666666666666666,0.0,0.0,2.0,1
757,0.0,0.0,1.0,34.0,1.0,0.0,0.0,2.0,1
758,0.0,0.0,1.0,62.0,1.0,0.0,0.0,,1
759,0.0,0.16666666666666666,1.0,37.0,0.0,0.0,0.0,3.0,1
760,0.0,0.16666666666666666,1.0,37.5,0.0,0.0,0.0,1.0,1
761,0.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,1
762,0.0,1.0,1.0,28.0,0.0,0.0,0.0,2.0,1
763,0.0,0.0,0.0,61.0,0.16666666666666666,0.0,0.0,1.0,1
764,0.0,0.0,1.0,36.0,1.0,0.0,0.0,,1
765,0.0,0.16666666666666666,1.0,21.0,0.0,0.0,0.0,1.0,1
766,0.0,0.16666666666666666,0.0,43.166666666666664,0.0,0.0,0.0,,1
767,0.0,0.0,0.0,44.0,1.0,0.0,0.0,,4
768,0.0,0.0,0.0,49.0,0.0,0.0,0.0,,1
769,0.0,0.0,0.0,45.0,0.0,0.0,0.16666666666666666,,1
770,0.0,0.0,0.0,42.0,0.16666666666666666,0.0,0.0,,3
771,0.0,0.0,0.0,42.0,1.0,0.0,0.16666666666666666,,3
772,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,3
773,0.0,0.0,0.0,38.0,1.0,0.16666666666666666,0.0,2.0,1
774,0.0,0.0,0.0,54.0,0.0,0.0,0.0,,5
775,0.0,0.0,1.0,33.0,0.0,0.0,0.0,2.0,1
776,0.0,0.16666666666666666,0.0,21.0,1.0,0.0,0.0,,1
777,0.0,0.0,1.0,55.0,0.0,0.0,0.0,,5
778,0.0,0.0,0.0,48.833333333333336,0.0,0.0,0.0,3.0,1
779,0.0,0.0,0.16666666666666666,32.0,0.0,0.0,0.0,,1
780,0.0,0.0,1.0,44.0,1.0,0.0,0.0,,1
781,0.0,0.0,0.0,57.0,0.0,0.16666666666666666,0.0,,4
782,0.0,0.16666666666666666,0.0,41.0,1.0,0.3333333333333333,0.0,1.0,4
783,0.0,0.0,0.0,37.0,0.0,0.0,0.0,2.0,4
784,0.0,0.0,1.0,46.0,0.0,0.0,0.0,1.0,5
785,0.0,1.0,0.0,22.0,0.3333333333333333,0.0,0.0,1.0,3
786,0.0,0.0,0.3333333333333333,59.0,0.0,0.0,0.0,1.0,1
787,0.0,1.0,0.0,23.0,0.0,0.0,0.0,1.0,3
788,0.0,0.0,1.0,50.0,0.0,0.0,0.0,,3
789,0.0,0.0,0.0,46.166666666666664,0.0,0.0,0.0,2.0,5
790,0.0,0.0,0.0,47.0,1.0,0.0,0.0,1.0,1
791,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,3
792,0.0,0.0,0.0,32.0,0.0,0.0,0.0,3.0,3
793,0.0,0.0,0.0,63.0,0.0,0.3333333333333333,0.0,,3
794,0.0,0.0,0.0,44.0,0.0,0.0,0.0,3.0,3
795,0.0,0.0,1.0,47.0,0.0,0.0,0.0,3.0,3
796,0.0,0.16666666666666666,1.0,44.0,0.0,0.0,0.0,1.0,1
797,0.0,0.0,0.0,36.0,1.0,0.0,0.16666666666666666,2.0,3
798,0.0,1.0,0.0,29.0,0.0,0.0,0.0,3.0,3
799,0.0,1.0,0.0,23.0,0.0,0.0,0.0,,3
800,0.0,0.0,0.0,55.0,0.0,0.0,0.0,2.0,3
801,0.0,0.0,1.0,45.333333333333336,0.0,0.0,0.0,2.0,3
802,0.0,0.0,1.0,61.0,0.0,0.0,0.0,,3
803,0.0,0.0,0.0,30.0,1.0,0.0,0.0,2.0,3
804,0.0,1.0,1.0,40.666666666666664,0.0,0.16666666666666666,0.0,3.0,3
805,0.0,0.0,0.6666666666666666,54.0,0.3333333333333333,0.0,0.0,,3
806,0.0,0.3333333333333333,1.0,50.0,0.0,0.0,0.0,1.0,3
807,0.0,1.0,0.5,27.0,1.0,0.0,0.0,1.0,3
808,0.3333333333333333,0.0,1.0,43.0,1.0,0.0,0.0,2.0,3
809,0.0,0.0,1.0,40.0,0.0,0.0,0.0,,3
810,0.0,0.0,0.0,41.0,0.0,0.0,0.0,,1
811,0.0,1.0,1.0,29.0,0.5,0.0,0.0,3.0,1
812,0.0,0.0,1.0,55.0,0.0,0.0,0.0,3.0,1
813,0.0,0.0,1.0,35.0,0.0,0.0,0.0,,5
814,0.0,0.3333333333333333,0.8333333333333334,36.0,1.0,0.0,0.0,,1
815,0.0,1.0,0.5,23.0,1.0,0.0,0.0,,1
816,0.0,0.0,1.0,58.0,0.0,0.0,0.0,1.0,1
817,0.0,0.0,0.0,33.0,0.0,0.0,0.0,2.0,1
818,0.0,0.0,1.0,30.0,0.0,0.0,0.0,2.0,1
819,0.0,1.0,0.0,29.0,0.5,0.16666666666666666,0.0,1.0,1
820,0.0,1.0,0.0,28.0,0.0,0.0,0.0,1.0,1
821,0.0,0.0,1.0,31.0,1.0,0.16666666666666666,0.0,1.0,1
822,0.0,0.0,0.3333333333333333,55.0,0.0,0.0,0.0,1.0,4
823,0.0,1.0,0.0,26.833333333333332,1.0,0.0,0.0,1.0,2
824,0.0,0.0,1.0,61.0,1.0,0.0,0.0,2.0,5
825,0.0,0.0,0.16666666666666666,40.0,0.0,0.0,0.3333333333333333,1.0,5
826,0.0,0.0,0.0,43.0,0.0,0.0,0.0,3.0,2
827,0.0,0.16666666666666666,1.0,41.0,1.0,0.0,0.0,,1
828,0.0,0.0,0.0,47.0,0.0,0.0,0.0,,3
829,0.0,0.0,0.5,55.0,1.0,0.0,0.0,1.0,3
830,0.0,0.0,0.6666666666666666,32.0,1.0,0.0,0.0,1.0,1
831,0.0,0.0,0.0,40.0,0.0,0.0,0.16666666666666666,3.0,3
832,0.0,0.0,1.0,30.0,0.0,0.0,0.0,3.0,3
833,0.8333333333333334,0.0,0.6666666666666666,39.0,1.0,0.0,0.16666666666666666,1.0,3
834,0.0,0.0,0.5,49.0,1.0,0.0,0.0,2.0,3
835,0.3333333333333333,1.0,0.0,35.666666666666664,1.0,0.0,0.16666666666666666,,5
836,0.0,0.0,0.0,45.0,0.0,0.0,0.0,2.0,3
837,2.0,0.0,1.0,63.0,1.0,0.0,1.0,1.0,3
838,0.0,0.0,1.0,60.0,0.0,0.0,0.0,2.0,3
839,0.0,0.0,0.0,63.0,1.0,0.0,0.0,2.0,3
840,0.0,0.0,0.0,42.833333333333336,0.0,0.0,0.0,2.0,3
841,0.0,0.0,0.0,42.833333333333336,0.0,0.0,0.0,,3
842,0.0,0.0,1.0,41.0,0.0,0.0,0.0,1.0,1
843,0.0,0.0,0.0,53.0,0.5,0.0,0.0,2.0,3
844,0.0,0.0,0.0,30.0,0.0,0.0,0.0,3.0,3
845,0.0,0.0,0.0,51.0,0.0,0.3333333333333333,0.0,2.0,3
846,0.0,0.0,1.0,60.0,0.0,0.0,0.0,2.0,3
847,0.0,0.0,0.0,43.0,0.0,0.0,0.0,1.0,1
848,0.0,1.0,1.0,28.0,1.0,0.0,0.0,1.0,5
849,0.0,0.0,1.0,42.0,0.0,0.0,0.0,1.0,1
850,0.0,1.0,1.0,27.0,1.0,0.0,0.0,1.0,3
851,0.0,0.0,0.0,42.0,1.0,0.0,0.0,2.0,3
852,0.0,0.0,0.0,63.0,0.0,0.0,0.0,,1
853,0.0,1.0,0.0,24.0,1.0,0.0,0.0,,3
854,0.0,0.16666666666666666,0.0,49.0,0.16666666666666666,0.0,0.3333333333333333,,1
855,0.0,0.0,1.0,35.0,1.0,0.0,0.0,1.0,1
856,1.0,0.0,0.0,49.0,0.0,0.0,1.0,,1
857,0.0,0.16666666666666666,0.0,39.333333333333336,0.16666666666666666,0.0,0.0,2.0,5
858,0.0,0.0,0.0,62.0,0.0,0.0,0.0,2.0,1
859,0.0,0.0,0.0,55.0,1.0,0.0,0.0,2.0,1
860,0.0,0.0,0.0,38.0,0.0,0.0,0.0,1.0,1
861,0.0,0.0,0.6666666666666666,54.0,0.0,0.0,0.0,1.0,1
862,0.0,0.0,1.0,30.0,0.0,0.0,0.0,1.0,1
863,0.0,0.0,0.0,55.0,0.0,0.0,0.0,1.0,1
864,0.0,0.0,1.0,58.0,0.3333333333333333,0.0,0.0,1.0,2
865,0.0,0.0,0.0,32.0,0.16666666666666666,0.0,0.0,3.0,2
866,0.0,1.0,0.16666666666666666,28.333333333333332,1.0,0.0,0.0,,4
867,0.0,0.0,0.5,44.0,0.0,0.0,0.0,1.0,1
868,0.0,0.0,1.0,55.0,0.0,0.0,0.0,1.0,5
869,0.0,0.0,1.0,47.666666666666664,0.0,0.0,0.0,2.0,2
870,0.0,0.0,0.0,46.0,0.0,0.0,0.0,2.0,3
871,0.0,0.0,0.0,34.0,0.0,0.0,0.0,1.0,1
872,0.0,0.0,1.0,62.0,0.0,0.0,0.0,3.0,4
873,0.0,0.0,1.0,36.0,0.0,0.0,0.0,1.0,2
874,0.0,0.0,1.0,42.666666666666664,1.0,0.0,0.0,3.0,3
875,0.0,0.0,1.0,42.666666666666664,1.0,0.0,0.0,,2
876,0.0,1.0,0.0,25.5,0.5,0.0,0.0,3.0,4
877,0.0,0.0,0.3333333333333333,41.0,0.6666666666666666,0.0,0.0,1.0,4
878,0.0,0.0,1.0,62.0,0.0,0.0,0.0,1.0,5
879,0.0,0.0,0.0,51.0,0.0,0.0,0.0,,4
880,0.6666666666666666,0.0,1.0,59.0,0.0,0.0,0.3333333333333333,2.0,2
881,0.0,1.0,0.5,26.0,1.0,0.0,0.0,,3
882,0.0,1.0,1.0,24.0,1.0,0.16666666666666666,0.0,,2
883,0.0,0.0,1.0,60.0,0.0,0.0,0.0,1.0,1
884,0.0,0.0,0.0,61.0,0.0,0.0,0.0,,3
885,0.0,1.0,1.0,19.0,1.0,0.0,0.0,1.0,1
886,0.0,1.0,1.0,30.5,0.0,0.0,0.0,3.0,3
887,0.0,0.0,0.0,37.0,1.0,0.0,0.0,3.0,5
888,0.0,0.0,1.0,47.666666666666664,0.0,0.0,0.0,2.0,3
889,0.0,0.0,0.5,44.0,0.0,0.0,0.0,3.0,3
890,0.0,0.0,0.0,58.0,0.0,0.0,0.0,2.0,3
891,3.0,0.16666666666666666,1.0,41.0,1.0,0.0,1.0,1.0,3
892,0.0,0.0,0.0,45.0,0.0,0.0,0.0,2.0,3
893,0.0,0.3333333333333333,0.0,19.0,0.0,0.0,0.0,1.0,4
894,0.0,0.0,1.0,42.0,1.0,0.0,0.0,3.0,5
895,0.0,0.0,1.0,53.0,1.0,0.0,0.0,2.0,1
896,0.0,0.0,1.0,33.0,0.5,0.0,0.0,2.0,1
897,0.0,0.0,1.0,50.333333333333336,1.0,0.0,0.16666666666666666,1.0,5
898,0.0,1.0,0.0,24.0,0.0,0.0,0.0,,4
899,0.0,0.0,1.0,39.0,0.3333333333333333,0.0,0.0,1.0,1
900,0.0,0.0,0.0,42.833333333333336,0.0,0.0,0.0,,4
901,0.0,1.0,1.0,39.333333333333336,1.0,0.0,0.0,1.0,1
902,0.0,0.0,0.0,63.0,1.0,0.0,0.0,,2
903,0.0,0.0,0.0,39.0,0.0,0.0,0.0,3.0,5
904,0.0,0.0,1.0,46.0,0.0,0.0,0.0,3.0,2
905,0.0,0.0,0.0,51.0,0.0,0.0,0.0,,2
906,0.0,0.0,1.0,52.0,0.0,0.0,0.0,1.0,2
907,0.0,0.3333333333333333,1.0,51.0,1.0,0.0,0.16666666666666666,1.0,3
908,0.0,0.0,0.0,45.833333333333336,1.0,0.0,0.0,,4
909,0.0,0.0,0.0,35.0,0.0,0.3333333333333333,0.0,,1
910,0.0,0.0,1.0,60.0,0.0,0.0,0.0,,1
911,0.0,0.0,1.0,51.0,0.0,0.0,0.0,2.0,5
912,0.0,0.0,1.0,42.0,0.0,0.0,0.0,1.0,3
913,0.0,0.0,0.8333333333333334,45.0,0.0,0.0,0.0,,2
914,1.0,0.0,0.0,44.666666666666664,1.0,0.0,1.0,2.0,2
915,0.0,0.0,1.0,30.0,0.6666666666666666,0.0,0.16666666666666666,2.0,2
916,0.0,0.0,1.0,59.0,0.0,0.0,0.0,,5
917,0.0,0.0,0.3333333333333333,31.0,0.0,0.0,0.0,2.0,4
918,0.0,0.0,0.5,46.5,0.0,0.0,0.0,,4
919,0.0,0.0,1.0,53.0,0.5,0.0,0.0,3.0,2
920,0.0,0.0,0.0,51.0,0.16666666666666666,0.0,0.0,3.0,5
921,0.0,0.0,0.0,48.0,0.0,0.0,0.0,1.0,4
922,0.0,0.0,0.0,43.833333333333336,0.0,0.0,0.0,2.0,4
923,0.0,0.0,0.5,46.5,0.0,0.0,0.0,,1
924,0.0,0.0,1.0,40.0,0.0,0.0,0.0,3.0,4
925,0.0,0.0,1.0,57.0,0.0,0.16666666666666666,0.0,,1
926,0.0,0.0,1.0,53.0,1.0,0.0,0.0,1.0,1
927,0.0,0.0,0.0,42.833333333333336,0.0,0.0,0.0,3.0,1
928,0.0,0.0,0.0,49.0,0.0,0.0,0.0,3.0,1
929,0.0,0.0,0.0,42.833333333333336,0.0,0.0,0.0,,4
930,0.0,0.3333333333333333,0.0,37.833333333333336,1.0,0.0,0.0,1.0,2
931,0.0,0.3333333333333333,0.5,33.0,0.0,0.0,0.0,1.0,1
932,0.0,1.0,1.0,25.0,0.0,0.0,0.0,2.0,2
933,0.0,0.0,0.5,46.0,0.0,0.0,0.0,1.0,4
934,0.0,0.0,1.0,31.0,0.0,0.3333333333333333,0.0,1.0,2
935,0.0,0.0,1.0,37.0,0.0,0.0,0.0,2.0,3
936,0.0,1.0,1.0,29.0,1.0,0.0,0.0,,5
937,0.0,0.16666666666666666,1.0,53.0,0.0,0.0,0.0,3.0,2
938,0.0,0.0,0.0,31.0,0.0,0.0,0.0,2.0,1
939,0.0,0.0,1.0,46.0,0.0,0.3333333333333333,0.0,3.0,2
940,0.0,0.0,0.0,42.833333333333336,0.0,0.0,0.0,1.0,3
941,0.0,1.0,0.8333333333333334,19.0,0.0,0.0,0.0,1.0,2
942,0.0,0.0,0.0,36.0,0.0,0.0,0.0,1.0,2
943,0.0,1.0,1.0,28.0,0.0,0.0,0.0,1.0,3
944,0.0,0.0,0.0,43.0,1.0,0.3333333333333333,0.0,3.0,2
945,0.0,0.0,1.0,44.0,0.0,0.0,0.0,,5
946,3.0,0.5,0.0,36.666666666666664,0.0,0.0,1.0,1.0,2
947,0.0,0.0,1.0,42.0,0.0,0.0,0.0,2.0,3
948,0.0,0.0,0.0,57.0,1.0,0.0,0.0,1.0,2
949,0.3333333333333333,0.0,1.0,33.0,0.5,0.0,0.0,,2
950,0.0,1.0,0.0,25.0,0.5,0.0,0.0,,2
951,0.0,0.0,1.0,39.0,0.0,0.16666666666666666,0.0,1.0,3
952,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1.0,2
953,0.0,0.0,0.0,42.0,0.0,0.0,0.0,,5
954,0.0,1.0,1.0,23.0,0.0,0.0,0.0,2.0,5
955,0.0,0.3333333333333333,0.0,37.833333333333336,1.0,0.0,0.0,,2
956,0.0,0.16666666666666666,0.5,55.0,0.0,0.0,0.0,3.0,3
957,0.0,0.0,1.0,53.0,0.8333333333333334,0.0,0.0,1.0,4
958,0.0,0.0,0.0,58.0,0.6666666666666666,0.0,0.3333333333333333,2.0,2
959,0.0,1.0,1.0,23.0,0.5,0.0,0.0,1.0,3
960,0.0,0.0,1.0,46.666666666666664,0.16666666666666666,0.0,0.0,,5
961,1.0,0.0,1.0,47.0,1.0,0.0,1.0,1.0,2
962,0.0,0.0,1.0,63.0,0.6666666666666666,0.0,0.0,1.0,2
963,0.0,0.0,0.3333333333333333,54.0,0.5,0.0,0.0,3.0,2
964,0.0,1.0,1.0,23.0,0.0,0.0,0.0,3.0,4
965,0.0,0.0,1.0,38.0,1.0,0.0,0.0,2.0,4
966,0.16666666666666666,0.0,1.0,54.666666666666664,1.0,0.16666666666666666,0.0,1.0,1
967,0.0,0.0,1.0,59.0,0.0,0.0,0.0,2.0,5
968,0.0,0.0,1.0,45.0,0.0,0.0,0.0,3.0,3
969,0.0,0.0,1.0,34.0,0.0,0.0,0.0,3.0,5
970,0.0,0.0,1.0,61.0,0.0,0.0,0.0,2.0,1
971,2.0,0.0,0.0,50.0,0.0,0.0,0.3333333333333333,1.0,1
972,0.0,0.0,0.3333333333333333,30.0,0.0,0.0,0.0,1.0,1
973,3.0,0.0,0.0,53.0,1.0,0.0,0.3333333333333333,3.0,2
974,0.0,0.0,1.0,37.0,0.0,0.0,0.0,1.0,3
975,0.0,0.0,0.0,50.0,1.0,0.0,0.0,,2
976,0.0,0.0,0.0,46.166666666666664,0.0,0.0,0.0,1.0,1
977,0.0,0.0,1.0,64.0,1.0,0.0,0.0,1.0,1
978,0.0,0.0,1.0,62.0,0.3333333333333333,0.0,0.0,1.0,1
979,0.0,0.0,1.0,56.0,1.0,0.0,0.0,2.0,1
980,0.0,0.0,1.0,37.0,0.0,0.0,0.0,3.0,1
981,0.0,0.0,0.0,48.0,0.0,0.0,0.0,1.0,4
982,0.0,0.0,0.0,54.0,0.0,0.0,0.0,2.0,1
983,1.0,0.0,0.3333333333333333,40.0,0.0,0.0,1.0,1.0,2
984,0.0,0.0,1.0,44.0,0.0,0.0,0.0,,4
985,0.0,0.0,1.0,35.0,0.0,0.0,0.0,1.0,4
986,0.0,1.0,0.5,29.0,0.5,0.0,0.0,2.0,5
987,0.0,0.0,1.0,34.0,1.0,0.0,0.0,2.0,1
988,0.0,0.0,0.0,33.0,0.0,0.0,0.0,1.0,1
989,0.0,0.0,1.0,51.0,1.0,0.0,0.0,3.0,1
990,0.0,1.0,0.0,29.0,0.0,0.0,0.0,,2
991,0.0,1.0,0.0,27.0,0.0,0.0,0.0,1.0,4
992,0.0,0.0,1.0,47.666666666666664,0.0,0.0,0.0,1.0,1
993,0.0,0.0,0.0,39.0,1.0,0.0,0.0,,2
994,0.0,1.0,0.0,21.0,0.0,0.16666666666666666,0.0,1.0,2
995,0.0,0.0,1.0,57.0,0.3333333333333333,0.0,0.0,3.0,2
996,0.0,0.0,0.0,30.0,1.0,0.0,0.0,1.0,3
997,0.0,0.3333333333333333,1.0,36.0,0.0,0.0,0.0,,3
998,0.0,0.0,1.0,41.0,0.0,0.5,0.0,1.0,3
999,0.0,0.3333333333333333,0.0,53.0,0.0,0.0,0.0,,3
1000,0.0,0.0,0.5,42.0,0.0,0.0,0.0,1.0,1
1001,0.0,0.0,1.0,64.0,0.0,0.0,0.0,1.0,1
1002,0.0,0.0,0.0,41.0,1.0,0.0,0.0,,1
1003,0.0,0.3333333333333333,0.3333333333333333,46.666666666666664,1.0,0.0,0.0,1.0,3
1004,0.0,0.16666666666666666,0.0,41.0,0.0,0.0,0.0,,1
1005,0.0,0.0,0.0,47.0,0.0,0.0,0.0,2.0,1
1006,0.0,0.0,1.0,47.666666666666664,0.0,0.0,0.0,1.0,4
1007,3.0,0.0,0.0,47.0,1.0,0.0,0.3333333333333333,1.0,4
1008,0.0,1.0,0.0,33.333333333333336,0.0,0.0,0.0,1.0,5
1009,0.0,0.0,0.0,64.0,1.0,0.0,0.0,2.0,1
1010,2.0,0.5,0.0,34.5,1.0,0.0,1.0,1.0,1
1011,0.3333333333333333,0.0,0.0,34.0,0.0,0.0,0.0,3.0,1
1012,1.0,0.16666666666666666,1.0,42.0,1.0,0.0,1.0,1.0,1
1013,0.0,0.0,1.0,49.0,1.0,0.0,0.0,1.0,5
1014,0.0,1.0,0.0,25.0,0.0,0.0,0.0,1.0,1
1015,0.0,0.16666666666666666,1.0,61.0,1.0,0.0,0.0,2.0,1
1016,0.0,0.3333333333333333,0.0,20.0,0.0,0.0,0.0,1.0,1
1017,0.0,0.0,1.0,38.0,0.0,0.0,0.0,1.0,1
1018,0.0,1.0,1.0,23.0,0.0,0.0,0.0,1.0,2
1019,0.0,0.0,0.0,30.0,0.6666666666666666,0.0,0.0,3.0,2
1020,0.0,0.0,0.0,48.0,0.0,0.0,0.0,2.0,4
1021,0.0,0.0,0.3333333333333333,48.0,1.0,0.0,0.0,2.0,4
1022,0.0,0.0,1.0,44.0,0.3333333333333333,0.0,0.0,,2
1023,0.0,0.0,0.5,49.166666666666664,0.0,0.0,0.0,1.0,2
1024,0.0,1.0,1.0,21.0,1.0,0.0,0.0,1.0,1
1025,0.0,0.0,0.0,41.0,0.0,0.0,0.0,1.0,1
1026,0.0,0.0,0.0,51.0,0.0,0.0,0.0,2.0,1
1027,0.0,0.0,0.5,42.0,0.0,0.3333333333333333,0.0,3.0,1
1028,0.0,0.0,1.0,39.0,1.0,0.16666666666666666,0.0,3.0,1
1029,0.0,0.3333333333333333,0.0,29.0,0.0,0.0,0.0,3.0,1
1030,0.0,0.0,1.0,52.0,0.0,0.0,0.0,1.0,4
1031,0.0,0.0,1.0,59.0,0.0,0.0,0.0,1.0,2
1032,0.0,0.16666666666666666,1.0,41.666666666666664,0.3333333333333333,0.0,0.0,3.0,2
1033,0.0,0.0,0.0,54.333333333333336,0.0,0.0,0.0,3.0,3
1034,0.0,1.0,1.0,19.0,1.0,0.0,0.0,3.0,2
1035,0.0,0.0,0.0,58.0,0.3333333333333333,0.0,0.0,1.0,2
1036,2.0,0.0,0.3333333333333333,42.0,0.6666666666666666,0.0,1.0,1.0,3
1037,2.0,1.0,0.0,28.0,1.0,0.0,1.0,1.0,5
1038,0.0,0.0,0.5,36.0,0.0,0.0,0.0,2.0,3
1039,0.0,0.0,0.0,44.0,0.0,0.0,0.0,2.0,5
1040,0.0,0.0,1.0,47.666666666666664,0.0,0.0,0.0,2.0,5
1041,0.16666666666666666,0.0,0.0,57.0,1.0,0.0,0.0,1.0,5
1042,0.0,0.3333333333333333,1.0,59.0,0.0,0.0,0.0,1.0,1
1043,0.0,1.0,0.0,26.0,0.0,0.0,0.0,1.0,1
1044,0.0,1.0,0.0,25.0,1.0,0.0,0.0,1.0,1
1045,0.0,1.0,1.0,28.0,1.0,0.0,0.0,,1
1046,0.0,1.0,1.0,28.666666666666668,0.5,0.0,0.0,1.0,4
1047,0.0,0.0,1.0,47.0,1.0,0.0,0.0,1.0,2
1048,0.0,0.0,1.0,31.0,1.0,0.0,0.0,,2
1049,0.0,0.0,1.0,34.0,1.0,0.0,0.0,3.0,4
1050,0.0,0.0,1.0,39.0,0.0,0.0,0.0,2.0,4
1051,0.0,1.0,1.0,29.0,0.0,0.0,0.0,2.0,2
1052,0.0,0.0,1.0,35.0,1.0,0.16666666666666666,0.0,,2
1053,0.0,0.0,0.0,39.0,0.0,0.0,0.0,3.0,2
1054,0.0,1.0,1.0,25.0,0.6666666666666666,0.0,0.0,2.0,5
1055,0.0,0.0,0.0,45.0,0.0,0.0,0.0,1.0,5
1056,0.0,0.0,1.0,44.0,0.0,0.0,0.0,1.0,2
1057,0.0,1.0,0.0,22.0,0.0,0.0,0.0,,3
1058,0.0,0.3333333333333333,0.0,62.0,0.0,0.0,0.0,1.0,1
1059,0.0,0.0,0.0,58.0,0.0,0.0,0.0,3.0,1
1060,0.0,0.0,0.0,34.0,0.0,0.0,0.0,1.0,1
1061,0.0,0.0,1.0,40.0,0.0,0.0,0.0,,1
1062,0.0,0.0,0.0,57.0,0.0,0.0,0.0,1.0,1
1063,0.0,0.0,0.0,39.0,0.0,0.0,0.0,,2
1064,0.0,0.0,1.0,30.0,1.0,0.0,0.0,3.0,2
1065,0.0,0.0,0.0,64.0,0.5,0.0,0.0,1.0,1
1066,0.0,0.0,1.0,64.0,0.0,0.0,0.0,2.0,4
1067,0.0,0.0,1.0,49.0,1.0,0.0,0.0,1.0,4
1068,0.0,1.0,1.0,27.833333333333332,1.0,0.0,0.0,1.0,1
1069,0.0,1.0,0.0,25.0,0.0,0.0,0.0,1.0,1
1070,0.0,0.0,1.0,58.0,0.0,0.0,0.0,2.0,5
1071,0.0,0.0,1.0,30.0,0.0,0.0,0.0,2.0,3
1072,0.0,0.0,0.6666666666666666,52.0,1.0,0.0,0.0,1.0,1
1073,0.0,1.0,0.0,26.0,0.0,0.0,0.0,2.0,1
1074,0.0,0.0,1.0,48.333333333333336,1.0,0.0,0.0,2.0,1
1075,0.0,0.0,1.0,33.0,1.0,0.0,0.0,1.0,1
1076,0.0,0.0,1.0,44.0,0.0,0.0,0.0,1.0,1
1077,0.0,0.0,1.0,33.0,0.0,0.0,0.0,2.0,1
1078,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2.0,1
1079,2.0,0.0,0.0,57.0,1.0,0.0,1.0,3.0,2
1080,0.5,1.0,0.0,23.0,0.0,0.0,0.16666666666666666,,2
1081,0.0,0.0,1.0,58.0,1.0,0.0,0.0,,2
1082,0.3333333333333333,0.0,0.0,34.0,0.0,0.0,0.0,2.0,2
1083,0.0,0.0,0.3333333333333333,50.0,0.0,0.0,0.0,3.0,3
1084,0.0,0.0,1.0,52.0,1.0,0.0,0.3333333333333333,2.0,3
1085,0.0,0.0,1.0,46.0,0.16666666666666666,0.0,0.0,,3
1086,0.0,0.16666666666666666,1.0,56.0,0.0,0.0,0.0,,5
1087,0.0,0.0,1.0,49.0,1.0,0.0,0.0,1.0,5
1088,0.0,0.0,1.0,43.0,0.0,0.0,0.0,3.0,5
1089,0.0,0.0,1.0,30.0,0.0,0.0,0.0,1.0,5
1090,0.0,0.0,1.0,47.0,0.0,0.0,0.0,1.0,1
1091,0.0,0.0,1.0,42.0,0.0,0.0,0.0,1.0,1
1092,0.0,0.0,1.0,62.0,0.3333333333333333,0.0,0.0,2.0,1
1093,0.0,1.0,0.0,28.0,0.0,0.0,0.0,1.0,1
1094,0.0,0.0,1.0,38.0,0.0,0.0,0.0,,1
1095,0.0,0.0,1.0,58.0,0.0,0.0,0.0,2.0,1
1096,0.0,1.0,0.0,27.0,0.0,0.0,0.0,3.0,2
1097,0.0,0.0,0.0,60.0,0.0,0.0,0.0,2.0,2
1098,0.0,0.0,1.0,39.0,0.0,0.0,0.0,3.0,4
1099,0.0,0.0,0.0,40.0,0.16666666666666666,0.0,0.0,1.0,2
1100,0.0,0.0,0.0,34.0,0.3333333333333333,0.0,0.0,3.0,2
1101,0.0,1.0,0.5,26.0,0.0,0.0,0.0,,1
1102,0.0,0.0,1.0,37.0,0.0,0.0,0.0,1.0,1
1103,0.0,0.0,0.0,62.0,0.0,0.0,0.0,,1
1104,0.0,1.0,0.0,39.666666666666664,0.0,0.0,0.0,3.0,1
1105,0.8333333333333334,0.5,1.0,20.0,0.0,0.0,0.6666666666666666,2.0,4
1106,0.0,0.0,1.0,44.0,0.0,0.0,0.0,1.0,1
1107,0.0,0.0,0.0,31.0,0.0,0.0,0.0,3.0,1
1108,0.0,1.0,0.3333333333333333,23.0,0.0,0.0,0.0,1.0,1
1109,0.0,0.0,1.0,55.0,0.0,0.0,0.0,2.0,1
